date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,is_synthetic
2022-07-23,Japan,Taiwan,4,1,EAFF E-1 Championship,Kashima,Japan,False,0,False
2022-07-23,France,Netherlands,1,0,UEFA Euro,Rotherham,England,True,0,False
2022-07-23,Papua New Guinea,Tonga,3,3,OFC Nations Cup,Suva,Fiji,True,0,False
2022-07-23,Samoa,New Caledonia,4,2,OFC Nations Cup,Suva,Fiji,True,0,False
2022-07-23,Morocco,South Africa,1,2,African Cup of Nations,Rabat,Morocco,False,0,False
2022-07-24,Fiji,Cook Islands,2,0,OFC Nations Cup,Suva,Fiji,False,0,False
2022-07-24,Tahiti,Solomon Islands,0,1,OFC Nations Cup,Suva,Fiji,True,0,False
2022-07-24,Chile,Venezuela,1,1,Copa América,Armenia,Colombia,True,0,False
2022-07-25,Colombia,Argentina,1,0,Copa América,Bucaramanga,Colombia,False,0,False
2022-07-26,England,Sweden,4,0,UEFA Euro,Sheffield,England,False,0,False
2022-07-26,Brazil,Paraguay,2,0,Copa América,Bucaramanga,Colombia,True,0,False
2022-07-26,South Korea,Taiwan,4,0,EAFF E-1 Championship,Kashima,Japan,True,0,False
2022-07-26,Japan,China PR,0,0,EAFF E-1 Championship,Kashima,Japan,False,0,False
2022-07-27,Germany,France,2,1,UEFA Euro,Milton Keynes,England,True,0,False
2022-07-27,Samoa,Papua New Guinea,0,3,OFC Nations Cup,Suva,Fiji,True,0,False
2022-07-27,Fiji,Solomon Islands,3,1,OFC Nations Cup,Suva,Fiji,False,0,False
2022-07-29,Argentina,Paraguay,3,1,Copa América,Armenia,Colombia,True,0,False
2022-07-30,Samoa,Solomon Islands,1,1,OFC Nations Cup,Suva,Fiji,True,0,False
2022-07-30,Fiji,Papua New Guinea,1,2,OFC Nations Cup,Suva,Fiji,False,0,False
2022-07-30,Colombia,Brazil,0,1,Copa América,Bucaramanga,Colombia,False,0,False
2022-07-31,England,Germany,2,1,UEFA Euro,London,England,False,0,False
2022-08-29,Palestine,Lebanon,0,3,WAFF Championship,Amman,Jordan,True,0,False
2022-08-29,Jordan,Syria,4,0,WAFF Championship,Amman,Jordan,False,0,False
2022-08-31,Mauritius,Mozambique,0,5,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-01,Syria,Palestine,1,1,WAFF Championship,Amman,Jordan,True,0,False
2022-09-01,Zambia,Namibia,2,0,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-01,Lesotho,Eswatini,3,0,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-01,Jordan,Lebanon,2,1,WAFF Championship,Amman,Jordan,False,0,False
2022-09-01,Denmark,Montenegro,5,1,FIFA World Cup qualification,Viborg,Denmark,False,1,False
2022-09-01,Georgia,Slovakia,0,4,FIFA World Cup qualification,Gori,Georgia,False,1,False
2022-09-01,Kosovo,Armenia,2,1,FIFA World Cup qualification,Pristina,Kosovo,False,1,False
2022-09-01,Albania,Poland,1,2,FIFA World Cup qualification,Elbasan,Albania,False,1,False
2022-09-01,North Macedonia,Latvia,3,2,FIFA World Cup qualification,Skopje,North Macedonia,False,1,False
2022-09-01,Cyprus,Czech Republic,0,6,FIFA World Cup qualification,Larnaca,Cyprus,False,1,False
2022-09-01,Republic of Ireland,Finland,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1,False
2022-09-01,Israel,Bulgaria,2,0,FIFA World Cup qualification,Ness Ziona,Israel,False,1,False
2022-09-02,Tanzania,Comoros,3,0,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-02,Botswana,Malawi,1,1,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-02,Mexico,New Zealand,0,1,Friendly,Carson,United States,True,0,False
2022-09-02,Slovenia,Kazakhstan,2,0,FIFA World Cup qualification,Kranj,Slovenia,False,1,False
2022-09-02,South Africa,Brazil,0,3,Friendly,Johannesburg,South Africa,False,0,False
2022-09-02,Malta,Azerbaijan,0,2,FIFA World Cup qualification,Ta' Qali,Malta,False,1,False
2022-09-02,Estonia,France,0,9,FIFA World Cup qualification,Tallinn,Estonia,False,1,False
2022-09-02,Netherlands,Scotland,2,1,Friendly,Zwolle,Netherlands,False,0,False
2022-09-02,Croatia,Switzerland,0,2,FIFA World Cup qualification,Karlovac,Croatia,False,1,False
2022-09-02,Faroe Islands,Ukraine,0,3,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,1,False
2022-09-02,Serbia,Portugal,1,2,FIFA World Cup qualification,Stara Pazova,Serbia,False,1,False
2022-09-02,Spain,Hungary,3,0,FIFA World Cup qualification,Las Rozas de Madrid,Spain,False,1,False
2022-09-02,Iceland,Belarus,6,0,FIFA World Cup qualification,Reykjavík,Iceland,False,1,False
2022-09-02,Greece,Wales,0,1,FIFA World Cup qualification,Volos,Greece,False,1,False
2022-09-02,Belgium,Norway,0,1,FIFA World Cup qualification,Leuven,Belgium,False,1,False
2022-09-02,Moldova,Italy,0,8,FIFA World Cup qualification,Chișinău,Moldova,False,1,False
2022-09-02,Luxembourg,Northern Ireland,1,2,FIFA World Cup qualification,Esch-sur-Alzette,Luxembourg,False,1,False
2022-09-02,Lithuania,Romania,1,7,FIFA World Cup qualification,Vilnius,Lithuania,False,1,False
2022-09-03,Austria,England,0,2,FIFA World Cup qualification,Wiener Neustadt,Austria,False,1,False
2022-09-03,Turkey,Germany,0,3,FIFA World Cup qualification,Bursa,Turkey,False,1,False
2022-09-03,Australia,Canada,0,1,Friendly,Brisbane,Australia,False,0,False
2022-09-03,South Korea,Jamaica,1,0,Friendly,Hwaseong,South Korea,False,0,False
2022-09-03,United States,Nigeria,4,0,Friendly,Kansas City,United States,False,0,False
2022-09-03,Colombia,Costa Rica,1,0,Friendly,Cali,Colombia,False,0,False
2022-09-03,Angola,Mozambique,1,1,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-04,Lebanon,Syria,5,2,WAFF Championship,Amman,Jordan,True,0,False
2022-09-04,Jordan,Palestine,4,0,WAFF Championship,Amman,Jordan,False,0,False
2022-09-04,Namibia,Eswatini,5,1,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-04,Zambia,Lesotho,7,0,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-05,Malawi,Comoros,6,0,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-05,Botswana,Tanzania,0,0,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-05,South Africa,Brazil,0,6,Friendly,Durban,South Africa,False,0,False
2022-09-06,Lesotho,Namibia,0,2,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-06,Eswatini,Zambia,0,2,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-06,Nepal,Bhutan,4,0,SAFF Championship,Kathmandu,Nepal,False,0,False
2022-09-06,United States,Nigeria,2,1,Friendly,Washington D.C.,United States,False,0,False
2022-09-06,Mauritius,Angola,0,3,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-06,Malta,Montenegro,2,0,FIFA World Cup qualification,Ta' Qali,Malta,False,1,False
2022-09-06,Azerbaijan,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Viborg,Denmark,True,1,False
2022-09-06,Wales,Slovenia,0,0,FIFA World Cup qualification,Cardiff,Wales,False,1,False
2022-09-06,France,Greece,5,1,FIFA World Cup qualification,Sedan,France,False,1,False
2022-09-06,Kazakhstan,Estonia,0,2,FIFA World Cup qualification,Karaganda,Kazakhstan,False,1,False
2022-09-06,Portugal,Turkey,4,0,FIFA World Cup qualification,Vizela,Portugal,False,1,False
2022-09-06,Israel,Serbia,0,2,FIFA World Cup qualification,Ness Ziona,Israel,False,1,False
2022-09-06,Bulgaria,Germany,0,8,FIFA World Cup qualification,Plovdiv,Bulgaria,False,1,False
2022-09-06,Latvia,Northern Ireland,1,3,FIFA World Cup qualification,Jūrmala,Latvia,False,1,False
2022-09-06,Italy,Romania,2,0,FIFA World Cup qualification,Ferrara,Italy,False,1,False
2022-09-06,Lithuania,Croatia,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False,1,False
2022-09-06,Poland,Kosovo,7,0,FIFA World Cup qualification,Lublin,Poland,False,1,False
2022-09-06,Norway,Albania,5,0,FIFA World Cup qualification,Oslo,Norway,False,1,False
2022-09-06,Armenia,Belgium,0,7,FIFA World Cup qualification,Yerevan,Armenia,False,1,False
2022-09-06,Austria,North Macedonia,10,0,FIFA World Cup qualification,Wiener Neustadt,Austria,False,1,False
2022-09-06,England,Luxembourg,10,0,FIFA World Cup qualification,Stoke-on-Trent,England,False,1,False
2022-09-06,Netherlands,Iceland,1,0,FIFA World Cup qualification,Utrecht,Netherlands,False,1,False
2022-09-06,Czech Republic,Belarus,7,0,FIFA World Cup qualification,Larnaca,Cyprus,True,1,False
2022-09-06,Faroe Islands,Scotland,0,6,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,1,False
2022-09-06,Slovakia,Republic of Ireland,0,1,FIFA World Cup qualification,Senec,Slovakia,False,1,False
2022-09-06,Finland,Sweden,0,5,FIFA World Cup qualification,Tampere,Finland,False,1,False
2022-09-06,Switzerland,Moldova,15,0,FIFA World Cup qualification,Lausanne,Switzerland,False,1,False
2022-09-06,Spain,Ukraine,5,0,FIFA World Cup qualification,Las Rozas de Madrid,Spain,False,1,False
2022-09-06,Australia,Canada,1,2,Friendly,Sydney,Australia,False,0,False
2022-09-07,New Zealand,Philippines,2,1,Friendly,Fullerton,United States,True,0,False
2022-09-07,Colombia,Costa Rica,2,0,Friendly,Cali,Colombia,False,0,False
2022-09-07,India,Pakistan,3,0,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-07,Bangladesh,Maldives,3,0,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-07,Comoros,Botswana,0,6,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-07,Tanzania,Malawi,3,1,COSAFA Championship,Port Elizabeth,South Africa,True,0,False
2022-09-09,Sri Lanka,Bhutan,0,5,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-09,Zambia,Tanzania,2,1,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-10,Pakistan,Bangladesh,0,6,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-10,Maldives,India,0,9,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-11,Tanzania,Namibia,2,1,COSAFA Championship,Gqeberha,South Africa,True,0,False
2022-09-12,Nepal,Sri Lanka,6,0,SAFF Championship,Kathmandu,Nepal,False,0,False
2022-09-13,Maldives,Pakistan,0,7,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-13,India,Bangladesh,0,3,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-16,Bangladesh,Bhutan,8,0,SAFF Championship,Kathmandu,Nepal,True,0,False
2022-09-16,Nepal,India,1,0,SAFF Championship,Kathmandu,Nepal,False,0,False
2022-09-19,Nepal,Bangladesh,1,3,SAFF Championship,Kathmandu,Nepal,False,0,False
2022-10-06,Canada,Argentina,2,0,Friendly,Sanlucar de Barrameda,Spain,True,0,False
2022-10-06,Japan,Nigeria,2,0,Friendly,Kobe,Japan,False,0,False
2022-10-06,Estonia,Lithuania,4,1,Baltic Cup,Tartu,Estonia,False,0,False
2022-10-06,Latvia,Faroe Islands,2,3,Baltic Cup,Võru,Estonia,True,0,False
2022-10-06,Wales,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Cardiff,Wales,False,1,False
2022-10-06,Scotland,Austria,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,1,False
2022-10-06,Portugal,Belgium,2,1,FIFA World Cup qualification,Vizela,Portugal,False,1,False
2022-10-07,Norway,Brazil,1,4,Friendly,Oslo,Norway,False,0,False
2022-10-07,Germany,France,2,1,Friendly,Dresden,Germany,False,0,False
2022-10-07,Spain,Sweden,1,1,Friendly,Córdoba,Spain,False,0,False
2022-10-07,England,United States,2,1,Friendly,London,England,False,0,False
2022-10-08,Costa Rica,Philippines,1,1,Friendly,Alajuela,Costa Rica,False,0,False
2022-10-08,Australia,South Africa,4,1,Friendly,Kingston upon Thames,England,True,0,False
2022-10-09,Cyprus,Liechtenstein,2,1,Friendly,Larnaca,Cyprus,False,0,False
2022-10-09,Argentina,Poland,2,2,Friendly,Sanlucar de Barrameda,Spain,True,0,False
2022-10-09,Estonia,Faroe Islands,3,1,Baltic Cup,Tartu,Estonia,False,0,False
2022-10-09,Egypt,Jordan,0,1,Friendly,Cairo,Egypt,False,0,False
2022-10-09,Japan,New Zealand,2,0,MS&AD Cup,Nagano,Japan,False,0,False
2022-10-09,Latvia,Lithuania,1,2,Baltic Cup,Võru,Estonia,True,0,False
2022-10-10,Canada,Morocco,4,0,Friendly,Jerez De La Frontera,Spain,True,0,False
2022-10-10,Italy,Brazil,0,1,Friendly,Genova,Italy,False,0,False
2022-10-10,Mexico,Chile,1,1,Friendly,Mexico City,Mexico,False,0,False
2022-10-11,Netherlands,Norway,0,2,Friendly,Den Haag,Netherlands,False,0,False
2022-10-11,England,Czech Republic,0,0,Friendly,Falmer,England,False,0,False
2022-10-11,Spain,United States,2,0,Friendly,Pamplona,Spain,False,0,False
2022-10-11,Costa Rica,Philippines,2,1,Friendly,San José,Costa Rica,False,0,False
2022-10-11,Sweden,France,3,0,Friendly,Göteborg,Sweden,False,0,False
2022-10-11,Switzerland,Wales,2,1,FIFA World Cup qualification,Zürich,Switzerland,False,1,False
2022-10-11,Scotland,Republic of Ireland,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,1,False
2022-10-11,Portugal,Iceland,4,1,FIFA World Cup qualification,Paços de Ferreira,Portugal,False,1,False
2022-10-11,Denmark,Australia,1,3,Friendly,Viborg,Denmark,False,0,False
2022-11-11,France,Norway,1,2,Friendly,La Nucia,Spain,True,0,False
2022-11-11,United States,Germany,1,2,Friendly,Fort Lauderdale,United States,False,0,False
2022-11-11,Italy,Austria,0,1,Friendly,Lignano Sabbiadoro,Italy,False,0,False
2022-11-11,Switzerland,Denmark,1,2,Friendly,Schaffhausen,Switzerland,False,0,False
2022-11-11,Brazil,Canada,1,2,Friendly,Santos,Brazil,False,0,False
2022-11-11,England,Japan,4,0,Friendly,Murcia,Spain,True,0,False
2022-11-11,Netherlands,Costa Rica,4,0,Friendly,Utrecht,Netherlands,False,0,False
2022-11-11,Spain,Argentina,7,0,Friendly,Melilla,Spain,False,0,False
2022-11-12,Chile,Philippines,1,1,Friendly,Vina del Mar,Chile,False,0,False
2022-11-12,Wales,Finland,1,1,Friendly,Murcia,Spain,True,0,False
2022-11-12,Belgium,Slovakia,7,0,Friendly,Saint-Gilles,Belgium,False,0,False
2022-11-12,Australia,Sweden,4,0,Friendly,Melbourne,Australia,False,0,False
2022-11-12,New Zealand,South Korea,0,1,Friendly,Christchurch,New Zealand,False,0,False
2022-11-13,United States,Germany,2,1,Friendly,Harrison,United States,False,0,False
2022-11-13,Iran,Belarus,1,0,Friendly,Tehran,Iran,False,0,False
2022-11-14,Scotland,Venezuela,2,1,Friendly,Arcos de la Frontera,Spain,True,0,False
2022-11-14,Greece,Cyprus,1,0,Friendly,Athens,Greece,False,0,False
2022-11-14,Republic of Ireland,Morocco,4,0,Friendly,Marbella,Spain,True,0,False
2022-11-15,Romania,Czech Republic,1,2,Friendly,Bucharest,Romania,False,0,False
2022-11-15,Turkey,Jordan,5,0,Friendly,Side,Turkey,False,0,False
2022-11-15,Austria,Slovakia,3,0,Friendly,Wiener Neustadt,Austria,False,0,False
2022-11-15,Hungary,Uzbekistan,5,0,Friendly,Szombathely,Hungary,False,0,False
2022-11-15,Iran,Belarus,1,1,Friendly,Tehran,Iran,False,0,False
2022-11-15,Chile,Philippines,1,0,Friendly,Santiago,Chile,False,0,False
2022-11-15,Colombia,Zambia,1,0,Friendly,Cali,Colombia,False,0,False
2022-11-15,Spain,Japan,1,0,Friendly,Sevilla,Spain,False,0,False
2022-11-15,Portugal,Costa Rica,1,0,Friendly,Alverca do Ribatejo,Portugal,False,0,False
2022-11-15,Netherlands,Denmark,2,0,Friendly,Zwolle,Netherlands,False,0,False
2022-11-15,England,Norway,1,1,Friendly,Murcia,Spain,True,0,False
2022-11-15,Brazil,Canada,2,1,Friendly,Sao Paulo,Brazil,False,0,False
2022-11-15,Australia,Thailand,2,0,Friendly,New South Wales,Australia,False,0,False
2022-11-15,New Zealand,South Korea,1,1,Friendly,Christchurch,New Zealand,False,0,False
2022-11-15,Northern Ireland,Italy,1,0,Friendly,Belfast,Northern Ireland,False,0,False
2023-01-11,Pakistan,Comoros,1,0,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,True,0,False
2023-01-11,Saudi Arabia,Mauritius,1,0,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,False,0,False
2023-01-15,Mauritius,Pakistan,2,1,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,True,0,False
2023-01-15,Saudi Arabia,Comoros,2,0,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,False,0,False
2023-01-17,New Zealand,United States,0,4,Friendly,Wellington,New Zealand,False,0,False
2023-01-19,Comoros,Mauritius,2,1,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,True,0,False
2023-01-19,Saudi Arabia,Pakistan,1,1,SAFF Women's Friendly Tournament,Khobar,Saudi Arabia,False,0,False
2023-01-20,New Zealand,United States,0,5,Friendly,Auckland,New Zealand,False,0,False
2023-01-20,Cape Verde,Guinea-Bissau,4,0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,False
2023-01-21,Senegal,Guinea,4,0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-21,Sierra Leone,Gambia,1,4,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-22,Guinea-Bissau,Mauritania,1,0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-23,Guinea,Sierra Leone,1,0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-23,Gambia,Senegal,1,4,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-24,Cape Verde,Mauritania,6,0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,False
2023-01-25,Guinea,Gambia,0,1,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-25,Sierra Leone,Senegal,0,4,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-27,Cape Verde,Gambia,2,1,WAFU Zone A Cup,Espargos,Cape Verde,False,0,False
2023-01-27,Senegal,Guinea-Bissau,4,0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-29,Gambia,Guinea-Bissau,3,2,WAFU Zone A Cup,Espargos,Cape Verde,True,0,False
2023-01-29,Cape Verde,Senegal,0,1,WAFU Zone A Cup,Espargos,Cape Verde,False,0,False
2023-02-15,France,Denmark,1,0,Tournoi de France,Laval,France,False,0,False
2023-02-15,Norway,Uruguay,1,0,Tournoi de France,Angers,France,True,0,False
2023-02-15,Wales,Philippines,1,0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-15,Scotland,Iceland,0,2,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-15,Slovenia,Uzbekistan,2,1,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-15,Costa Rica,Colombia,1,1,Women's Revelations Cup,León,Mexico,True,0,False
2023-02-15,Estonia,Kosovo,1,2,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-15,Bulgaria,Hong Kong,2,0,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-15,Mexico,Nigeria,1,0,Women's Revelations Cup,León,Mexico,False,0,False
2023-02-16,Japan,Brazil,0,1,SheBelieves Cup,Orlando,United States,True,0,False
2023-02-16,Sweden,China PR,4,1,Friendly,Marbella,Spain,True,0,False
2023-02-16,United States,Canada,2,0,SheBelieves Cup,Orlando,United States,False,0,False
2023-02-16,Croatia,Finland,1,4,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-16,England,South Korea,4,0,Arnold Clark Cup,Milton Keynes,England,False,0,False
2023-02-16,Italy,Belgium,1,2,Arnold Clark Cup,Milton Keynes,England,True,0,False
2023-02-16,Australia,Czech Republic,4,0,Cup of Nations,Gosford,Australia,False,0,False
2023-02-16,Spain,Jamaica,3,0,Cup of Nations,Gosford,Australia,True,0,False
2023-02-16,Romania,Hungary,2,1,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-17,New Zealand,Portugal,0,5,Friendly,Hamilton,New Zealand,False,0,False
2023-02-17,Argentina,Chile,4,0,Friendly,Auckland,New Zealand,True,0,False
2023-02-17,Poland,Switzerland,0,0,Friendly,Algeciras,Spain,True,0,False
2023-02-17,Netherlands,Austria,1,2,Friendly,Xewkija,Malta,True,0,False
2023-02-18,Zambia,Slovenia,0,1,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-18,Wales,Iceland,0,0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-18,Philippines,Scotland,1,2,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-18,Mexico,Costa Rica,1,1,Women's Revelations Cup,León,Mexico,False,0,False
2023-02-18,Colombia,Nigeria,1,0,Women's Revelations Cup,León,Mexico,True,0,False
2023-02-18,Senegal,Haiti,0,4,FIFA World Cup qualification,Auckland,New Zealand,True,1,False
2023-02-18,Kosovo,Hong Kong,7,0,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-18,South Africa,Uzbekistan,3,0,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-18,Denmark,Norway,2,0,Tournoi de France,Laval,France,True,0,False
2023-02-18,Cameroon,Thailand,2,0,FIFA World Cup qualification,Hamilton,New Zealand,True,1,False
2023-02-18,North Macedonia,Bulgaria,1,2,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-18,France,Uruguay,5,1,Tournoi de France,Angers,France,False,0,False
2023-02-19,Papua New Guinea,Panama,0,2,FIFA World Cup qualification,Auckland,New Zealand,True,1,False
2023-02-19,Taiwan,Paraguay,2,2,FIFA World Cup qualification,Hamilton,New Zealand,True,1,False
2023-02-19,Jamaica,Czech Republic,2,3,Cup of Nations,Sydney,Australia,True,0,False
2023-02-19,England,Italy,2,1,Arnold Clark Cup,Coventry,England,False,0,False
2023-02-19,Belgium,South Korea,2,1,Arnold Clark Cup,Coventry,England,True,0,False
2023-02-19,Finland,Hungary,8,0,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-19,Romania,Croatia,0,2,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-19,United States,Japan,1,0,SheBelieves Cup,Nashville,United States,False,0,False
2023-02-19,Brazil,Canada,0,2,SheBelieves Cup,Nashville,United States,True,0,False
2023-02-19,Australia,Spain,3,2,Cup of Nations,Sydney,Australia,False,0,False
2023-02-20,New Zealand,Argentina,0,2,Friendly,Hamilton,New Zealand,False,0,False
2023-02-21,Mexico,Colombia,1,1,Women's Revelations Cup,León,Mexico,False,0,False
2023-02-21,Austria,Netherlands,0,4,Friendly,Ta' Qali,Malta,True,0,False
2023-02-21,Switzerland,Poland,1,1,Friendly,Marbella,Spain,True,0,False
2023-02-21,Bosnia and Herzegovina,Morocco,0,2,Friendly,Antalya,Turkey,True,0,False
2023-02-21,Serbia,Slovakia,0,0,Friendly,Antalya,Serbia,False,0,False
2023-02-21,France,Norway,0,0,Tournoi de France,Angers,France,False,0,False
2023-02-21,Denmark,Uruguay,3,2,Tournoi de France,Laval,France,True,0,False
2023-02-21,Iceland,Philippines,5,0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-21,Estonia,North Macedonia,1,1,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-21,Nigeria,Costa Rica,1,0,Women's Revelations Cup,León,Mexico,True,0,False
2023-02-21,Germany,Sweden,0,0,Friendly,Duisburg,Germany,False,0,False
2023-02-21,Bulgaria,Kosovo,1,2,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-21,South Africa,Slovenia,1,1,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-21,Uzbekistan,Zambia,0,4,Turkish Women's Cup,Alanya,Turkey,True,0,False
2023-02-21,Thailand,Senegal,1,1,Friendly,Hamilton,New Zealand,True,0,False
2023-02-21,Scotland,Wales,1,1,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,False
2023-02-22,United States,Brazil,2,1,SheBelieves Cup,Frisco,United States,False,0,False
2023-02-22,Canada,Japan,0,3,SheBelieves Cup,Frisco,United States,True,0,False
2023-02-22,Hungary,Croatia,0,1,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-22,China PR,Republic of Ireland,0,0,Friendly,Algeciras,Spain,True,0,False
2023-02-22,Finland,Romania,4,0,Cyprus Cup,Larnaca,Cyprus,True,0,False
2023-02-22,Czech Republic,Spain,0,3,Cup of Nations,Newcastle,Australia,True,0,False
2023-02-22,South Korea,Italy,1,2,Arnold Clark Cup,Bristol,England,True,0,False
2023-02-22,Australia,Jamaica,3,0,Cup of Nations,Newcastle,Australia,False,0,False
2023-02-22,Chile,Haiti,1,2,FIFA World Cup qualification,Auckland,New Zealand,True,1,False
2023-02-22,Portugal,Cameroon,2,1,FIFA World Cup qualification,Hamilton,New Zealand,True,1,False
2023-02-22,England,Belgium,6,1,Arnold Clark Cup,Bristol,England,False,0,False
2023-02-23,Paraguay,Panama,0,1,FIFA World Cup qualification,Hamilton,New Zealand,True,1,False
2023-02-23,Taiwan,Papua New Guinea,5,0,Friendly,Auckland,New Zealand,True,0,False
2023-02-23,New Zealand,Argentina,0,1,Friendly,Auckland,New Zealand,False,0,False
2023-03-28,Uzbekistan,India,3,2,Friendly,Tashkent,Uzbekistan,False,0,False
2023-04-01,Thailand,Singapore,6,0,AFC Olympic Qualifying Tournament,Chonburi,Thailand,False,1,False
2023-04-04,Kyrgyzstan,India,0,5,AFC Olympic Qualifying Tournament,Bishkek,Kyrgyzstan,False,1,False
2023-04-04,Mongolia,Singapore,2,2,AFC Olympic Qualifying Tournament,Chonburi,Thailand,True,1,False
2023-04-05,Jordan,Timor-Leste,3,1,AFC Olympic Qualifying Tournament,Tashkent,Uzbekistan,True,1,False
2023-04-05,Uzbekistan,Bhutan,9,0,AFC Olympic Qualifying Tournament,Tashkent,Uzbekistan,False,1,False
2023-04-05,Myanmar,Iran,0,1,AFC Olympic Qualifying Tournament,Yangon,Myanmar,False,1,False
2023-04-05,Nepal,Vietnam,1,5,AFC Olympic Qualifying Tournament,Kathmandu,Nepal,False,1,False
2023-04-05,Philippines,Pakistan,4,0,AFC Olympic Qualifying Tournament,Hisor,Tajikistan,True,1,False
2023-04-05,Tajikistan,Hong Kong,0,3,AFC Olympic Qualifying Tournament,Hisor,Tajikistan,False,1,False
2023-04-05,Lebanon,Taiwan,1,5,AFC Olympic Qualifying Tournament,Jounieh,Lebanon,False,1,False
2023-04-06,Argentina,Venezuela,1,1,Friendly,Córdoba,Argentina,False,0,False
2023-04-06,Wales,Northern Ireland,4,1,Friendly,Cardiff,Wales,False,0,False
2023-04-06,Spain,Norway,4,2,Friendly,Ibiza,Spain,False,0,False
2023-04-06,Switzerland,China PR,0,0,Friendly,Lucerne,Switzerland,False,0,False
2023-04-06,England,Brazil,1,1,Finalissima,London,England,False,0,False
2023-04-06,Poland,Costa Rica,2,1,Friendly,Łódź,Poland,False,0,False
2023-04-07,France,Colombia,5,2,Friendly,Clermont-Ferrand,France,False,0,False
2023-04-07,Hungary,Israel,3,1,Friendly,Győr,Hungary,False,0,False
2023-04-07,Uruguay,Peru,6,1,Friendly,Montevideo,Uruguay,False,0,False
