date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,stage,is_synthetic,group_id,match_order
1987-02-18,Mali,Burkina Faso,0.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,7.0
1987-02-18,Mali,Niger,6.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,8.0
1987-02-18,Czech Republic,Argentina,0.0,2.0,Cup of Nations,Newcastle,Australia,True,0,semi_final,True,,
1987-02-18,Australia,South Korea,1.0,0.0,Cup of Nations,Newcastle,Australia,False,0,final,True,,
1987-02-19,Malta,Morocco,5.0,0.0,Malta International Tournament,Paola,Malta,False,0,group,True,,
1987-02-19,Mexico,Colombia,8.0,0.0,Women's Revelations Cup,León,Mexico,False,0,semi_final,True,,
1987-02-19,Nigeria,Costa Rica,6.0,0.0,Women's Revelations Cup,León,Mexico,True,0,group,True,,
1987-02-19,Mali,Sierra Leone,3.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,semi_final,True,,1000.0
1987-02-19,Gambia,Senegal,4.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,semi_final,True,,1001.0
1987-02-20,Lebanon,Guam,2.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-20,Burkina Faso,Niger,0.0,3.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,11.0
1987-02-20,Nepal,Qatar,2.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-20,Iraq,Kuwait,2.0,1.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-20,Senegal,Burkina Faso,6.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,9.0
1987-02-20,Senegal,Niger,4.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,group,True,1.0,10.0
1987-02-21,Moldova,Morocco,1.0,0.0,Malta International Tournament,Paola,Malta,True,0,final,True,,
1987-02-22,Malta,Albania,0.0,1.0,VisitMalta Women's Trophy,Paola,Malta,False,0,group,True,,
1987-02-22,Belarus,Faroe Islands,3.0,0.0,VisitMalta Women's Trophy,Paola,Malta,True,0,group,True,,
1987-02-22,Guam,Qatar,3.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-22,Equatorial Guinea,DR Congo,1.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,group,True,,
1987-02-22,Kuwait,Palestine,4.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-22,Mali,Gambia,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,final,True,,1002.0
1987-02-22,Central African Republic,Gabon,0.0,2.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,group,True,,
1987-02-22,Nepal,Syria,8.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-23,Costa Rica,Nigeria,9.0,0.0,Women's Revelations Cup,León,Mexico,True,0,final,True,,
1987-02-23,Mexico,Colombia,5.0,0.0,Women's Revelations Cup,León,Mexico,False,0,semi_final,True,,
1987-02-24,Iraq,Nepal,0.0,3.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-24,Faroe Islands,Albania,2.0,0.0,VisitMalta Women's Trophy,Paola,Malta,True,0,final,True,,
1987-02-24,Qatar,United Arab Emirates,1.0,0.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-24,Guam,Palestine,0.0,3.0,WAFF Championship,Muharraq,Bahrain,True,0,group,True,,
1987-02-25,United States,Trinidad and Tobago,6.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,2.0
1987-02-25,United States,Haiti,3.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,1.0
1987-02-25,DR Congo,Central African Republic,2.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,True,0,semi_final,True,,
1987-02-25,Equatorial Guinea,Chad,0.0,1.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,semi_final,True,,
1987-02-25,United States,Costa Rica,2.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,0.0
1987-02-27,Bahrain,Syria,4.0,0.0,WAFF Championship,Muharraq,Bahrain,False,0,semi_final,True,,
1987-02-27,Saudi Arabia,Lebanon,0.0,2.0,WAFF Championship,Muharraq,Bahrain,True,0,final,True,,
1987-02-27,Costa Rica,Haiti,6.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,3.0
1987-02-27,Costa Rica,Trinidad and Tobago,0.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,group,True,0.0,4.0
1987-02-27,Haiti,Trinidad and Tobago,0.0,1.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,0.0,5.0
1987-02-27,Guam,Qatar,0.0,1.0,WAFF Championship,Muharraq,Bahrain,True,0,semi_final,True,,
1987-02-28,Poland,Jordan,0.0,3.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-02-28,Chad,Equatorial Guinea,8.0,0.0,UNIFFAC Cup,Mongomo,Equatorial Guinea,False,0,final,True,,
1987-02-28,Hungary,Lithuania,0.0,2.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-02-28,Ukraine,Venezuela,5.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-03-01,Mexico,Jamaica,0.0,3.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,7.0
1987-03-01,Mexico,Panama,1.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,8.0
1987-03-01,Wales,Slovakia,7.0,0.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-01,Serbia,Austria,0.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-01,Republic of Ireland,Belarus,1.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-01,Mexico,Canada,1.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,6.0
1987-03-03,Canada,Jamaica,2.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,9.0
1987-03-03,Canada,Panama,3.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,10.0
1987-03-03,Jamaica,Panama,1.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,group,True,1.0,11.0
1987-03-04,India,Latvia,3.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-03-04,Ukraine,Slovenia,0.0,3.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,group,True,,
1987-03-04,Uzbekistan,Romania,6.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-03-04,Iceland,Wales,4.0,0.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,group,True,,
1987-03-04,Kosovo,Lithuania,6.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,group,True,,
1987-03-04,Northern Ireland,Russia,6.0,0.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,group,True,,
1987-03-05,Belarus,Taiwan,0.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-05,Austria,Slovakia,3.0,0.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-05,Croatia,Serbia,1.0,1.0,Istria Cup,Zagreb,Croatia,False,0,group,True,,
1987-03-06,Honduras,Costa Rica,1.0,1.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-06,Northern Ireland,Poland,1.0,2.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,semi_final,True,,
1987-03-06,Finland,Scotland,5.0,0.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,semi_final,True,,
1987-03-06,Belgium,Republic of Ireland,6.0,0.0,Pinatar Cup,San Pedro del Pinatar,Spain,True,0,final,True,,
1987-03-06,Guatemala,Panama,6.0,0.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-06,Belize,El Salvador,1.0,1.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-07,Slovakia,Croatia,1.0,1.0,Slavic Cup,Istria,Croatia,False,0,group,True,,
1987-03-07,Bosnia and Herzegovina,Czech Republic,5.0,0.0,Slavic Cup,Istria,Croatia,True,0,group,True,,
1987-03-07,Russia,Slovenia,1.0,1.0,Slavic Cup,Istria,Croatia,True,0,group,True,,
1987-03-08,Equatorial Guinea,Hungary,2.0,1.0,Turkish Women's Cup,Alanya,Turkey,True,0,final,True,,
1987-03-08,Nigeria,Romania,6.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,semi_final,True,,
1987-03-08,Turkmenistan,India,6.0,0.0,Turkish Women's Cup,Alanya,Turkey,True,0,semi_final,True,,
1987-03-09,Montenegro,Ukraine,1.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-09,Belarus,Slovenia,0.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-09,Republic of Ireland,Wales,1.0,1.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-10,Honduras,Belize,0.0,1.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-10,Panama,Guatemala,1.0,0.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-10,El Salvador,Costa Rica,0.0,1.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-11,Romania,Austria,6.0,0.0,Istria Cup,Zagreb,Croatia,True,0,semi_final,True,,
1987-03-11,Bosnia and Herzegovina,Slovakia,3.0,0.0,Slavic Cup,Istria,Croatia,True,0,group,True,,
1987-03-11,Taiwan,Montenegro,0.0,1.0,Istria Cup,Zagreb,Croatia,True,0,semi_final,True,,
1987-03-11,Slovenia,Russia,0.0,1.0,Slavic Cup,Istria,Croatia,True,0,semi_final,True,,
1987-03-11,Malta,Lithuania,0.0,1.0,Aphrodite Cup,Limassol,Cyprus,True,0,group,True,,
1987-03-11,Ukraine,Belarus,4.0,0.0,Istria Cup,Zagreb,Croatia,True,0,group,True,,
1987-03-11,Greece,Lebanon,0.0,1.0,Aphrodite Cup,Limassol,Cyprus,True,0,group,True,,
1987-03-11,Croatia,Czech Republic,4.0,0.0,Slavic Cup,Istria,Croatia,False,0,semi_final,True,,
1987-03-11,Bahrain,Cyprus,0.0,1.0,Aphrodite Cup,Limassol,Cyprus,False,0,group,True,,
1987-03-13,Guatemala,El Salvador,5.0,0.0,Central American Games,Estelí,Nicaragua,True,0,semi_final,True,,
1987-03-13,Honduras,Costa Rica,2.0,0.0,Central American Games,Estelí,Nicaragua,True,0,semi_final,True,,
1987-03-13,Panama,Belize,8.0,0.0,Central American Games,Estelí,Nicaragua,True,0,group,True,,
1987-03-14,Russia,Croatia,8.0,0.0,Slavic Cup,Istria,Croatia,False,0,final,True,,
1987-03-15,Serbia,Belarus,2.0,1.0,Istria Cup,Zagreb,Croatia,True,0,final,True,,
1987-03-15,United Arab Emirates,Bahrain,1.0,0.0,Aphrodite Cup,Limassol,Cyprus,True,0,group,True,,
1987-03-15,Israel,Cyprus,5.0,0.0,Aphrodite Cup,Limassol,Cyprus,False,0,group,True,,
1987-03-15,Azerbaijan,Lithuania,1.0,1.0,Aphrodite Cup,Limassol,Cyprus,True,0,group,True,,
1987-03-16,Ghana,Mali,6.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,semi_final,True,,1001.0
1987-03-16,Guatemala,El Salvador,2.0,1.0,Central American Games,Estelí,Nicaragua,True,0,final,True,,
1987-03-16,Nigeria,Senegal,3.0,0.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,semi_final,True,,1000.0
1987-03-19,Lithuania,Latvia,1.0,0.0,Aphrodite Cup,Limassol,Cyprus,True,0,group,True,,
1987-03-19,Greece,Cyprus,1.0,1.0,Aphrodite Cup,Limassol,Cyprus,False,0,group,True,,
1987-03-19,Lebanon,Malta,6.0,0.0,Aphrodite Cup,Limassol,Cyprus,True,0,semi_final,True,,
1987-03-19,Nigeria,Ghana,0.0,1.0,WAFU Zone B Cup,Abidjan,Ivory Coast,True,0,final,True,,1002.0
1987-03-21,Bahrain,Cyprus,4.0,0.0,Aphrodite Cup,Limassol,Cyprus,False,0,semi_final,True,,
1987-03-21,Latvia,Malta,0.0,5.0,Aphrodite Cup,Limassol,Cyprus,True,0,final,True,,
1987-03-26,Australia,Samoa,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,2.0
1987-03-26,Australia,New Zealand,0.0,4.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,0.0
1987-03-26,Australia,Fiji,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,1.0
1987-03-27,Costa Rica,Mexico,1.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,semi_final,True,,1001.0
1987-03-27,United States,Canada,0.0,2.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,True,0,semi_final,True,,1000.0
1987-03-28,Australia,Cook Islands,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,3.0
1987-03-28,Australia,Tahiti,0.0,3.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,4.0
1987-03-28,Australia,American Samoa,4.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,5.0
1987-03-30,New Zealand,Cook Islands,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,8.0
1987-03-30,New Zealand,Samoa,1.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,7.0
1987-03-30,United States,Costa Rica,2.0,0.0,CONCACAF Pre-Olympic Tournament,San José,Costa Rica,False,0,final,True,,1002.0
1987-03-30,New Zealand,Fiji,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,6.0
1987-04-01,New Zealand,Tahiti,5.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,9.0
1987-04-01,New Zealand,American Samoa,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,10.0
1987-04-01,Fiji,Samoa,6.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,11.0
1987-04-01,United States,Japan,6.0,0.0,Kirin Challenge Cup,Chiba,Japan,False,0,group,True,,
1987-04-03,Fiji,American Samoa,2.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,14.0
1987-04-03,Fiji,Tahiti,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,13.0
1987-04-03,Fiji,Cook Islands,0.0,4.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,12.0
1987-04-05,Samoa,Cook Islands,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,15.0
1987-04-05,Samoa,Tahiti,3.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,16.0
1987-04-05,United States,Japan,3.0,0.0,Kirin Challenge Cup,Chiba,Japan,False,0,final,True,,
1987-04-05,Samoa,American Samoa,2.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,17.0
1987-04-06,Brazil,England,2.0,0.0,Finalissima,London,England,False,0,final,True,,
1987-04-07,Tahiti,American Samoa,3.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,20.0
1987-04-07,Cook Islands,Tahiti,1.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,18.0
1987-04-07,Cook Islands,American Samoa,6.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,0.0,19.0
1987-04-09,Taiwan,Solomon Islands,3.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,23.0
1987-04-09,Taiwan,Tonga,3.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,22.0
1987-04-09,Taiwan,Papua New Guinea,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,group,True,1.0,21.0
1987-04-11,Taiwan,Vanuatu,4.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,25.0
1987-04-11,Papua New Guinea,Tonga,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,group,True,1.0,26.0
1987-04-11,Taiwan,New Caledonia,6.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,24.0
1987-04-13,Papua New Guinea,Solomon Islands,1.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,group,True,1.0,27.0
1987-04-13,Papua New Guinea,Vanuatu,1.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,group,True,1.0,29.0
1987-04-13,Papua New Guinea,New Caledonia,1.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,group,True,1.0,28.0
1987-04-15,Tonga,Solomon Islands,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,30.0
1987-04-15,Tonga,New Caledonia,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,31.0
1987-04-15,Tonga,Vanuatu,0.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,32.0
1987-04-16,United States,Haiti,2.0,0.0,CONCACAF Championship,Washington D.C.,United States,False,0,group,True,0.0,1.0
1987-04-16,United States,Trinidad and Tobago,1.0,1.0,CONCACAF Championship,Washington D.C.,United States,False,0,group,True,0.0,2.0
1987-04-16,United States,Costa Rica,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,False,0,group,True,0.0,0.0
1987-04-17,Solomon Islands,Vanuatu,6.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,34.0
1987-04-17,Solomon Islands,New Caledonia,3.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,33.0
1987-04-17,New Caledonia,Vanuatu,1.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,group,True,1.0,35.0
1987-04-18,United States,Guatemala,0.0,3.0,CONCACAF Championship,Washington D.C.,United States,False,0,group,True,0.0,3.0
1987-04-18,United States,Cuba,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,False,0,group,True,0.0,4.0
1987-04-18,Costa Rica,Haiti,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,5.0
1987-04-19,Egypt,Syria,3.0,0.0,Arab Championship,Alexandria,Egypt,False,0,group,True,,
1987-04-19,Lebanon,Palestine,0.0,1.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-19,Algeria,Morocco,1.0,0.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-20,Costa Rica,Cuba,1.0,1.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,8.0
1987-04-20,Costa Rica,Trinidad and Tobago,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,6.0
1987-04-20,Costa Rica,Guatemala,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,7.0
1987-04-22,Palestine,Algeria,6.0,0.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-22,Morocco,Syria,1.0,0.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-22,Haiti,Trinidad and Tobago,8.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,9.0
1987-04-22,Haiti,Guatemala,4.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,10.0
1987-04-22,Haiti,Cuba,1.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,11.0
1987-04-22,Lebanon,Egypt,1.0,0.0,Arab Championship,Alexandria,Egypt,False,0,group,True,,
1987-04-24,Trinidad and Tobago,Guatemala,1.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,12.0
1987-04-24,Trinidad and Tobago,Cuba,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,13.0
1987-04-24,Guatemala,Cuba,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,0.0,14.0
1987-04-24,Faroe Islands,Latvia,3.0,0.0,Baltic Cup,Tartu,Estonia,True,0,group,True,,
1987-04-24,Lithuania,Estonia,2.0,0.0,Baltic Cup,Tartu,Estonia,False,0,group,True,,
1987-04-25,Morocco,Egypt,3.0,0.0,Arab Championship,Alexandria,Egypt,False,0,group,True,,
1987-04-25,Lebanon,Syria,1.0,1.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-25,Algeria,Tunisia,2.0,0.0,Arab Championship,Alexandria,Egypt,True,0,group,True,,
1987-04-25,Australia,Papua New Guinea,2.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,False,0,semi_final,True,,1000.0
1987-04-25,New Zealand,Taiwan,5.0,0.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,semi_final,True,,1001.0
1987-04-26,Mexico,Canada,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,15.0
1987-04-26,Mexico,Jamaica,0.0,3.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,16.0
1987-04-26,Mexico,Panama,1.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,17.0
1987-04-27,Lithuania,Latvia,0.0,3.0,Baltic Cup,Tartu,Estonia,True,0,group,True,,
1987-04-27,Estonia,Faroe Islands,8.0,0.0,Baltic Cup,Tartu,Estonia,False,0,group,True,,
1987-04-28,Palestine,Syria,0.0,2.0,Arab Championship,Alexandria,Egypt,True,0,semi_final,True,,
1987-04-28,Brazil,Venezuela,0.0,4.0,Copa América,Maringá,Brazil,False,0,group,True,0.0,1.0
1987-04-28,Australia,New Zealand,0.0,1.0,OFC Nations Cup,Kokopo,Papua New Guinea,True,0,final,True,,1002.0
1987-04-28,Mexico,Martinique,1.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,19.0
1987-04-28,Canada,Jamaica,0.0,1.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,20.0
1987-04-28,Brazil,Argentina,2.0,0.0,Copa América,Maringá,Brazil,False,0,group,True,0.0,0.0
1987-04-28,Brazil,Ecuador,9.0,0.0,Copa América,Maringá,Brazil,False,0,group,True,0.0,2.0
1987-04-28,Mexico,Puerto Rico,4.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,18.0
1987-04-28,Morocco,Lebanon,7.0,0.0,Arab Championship,Alexandria,Egypt,True,0,semi_final,True,,
1987-04-28,Egypt,Tunisia,4.0,0.0,Arab Championship,Alexandria,Egypt,False,0,final,True,,
1987-04-29,Latvia,Faroe Islands,7.0,0.0,Baltic Cup,Tartu,Estonia,True,0,group,True,,
1987-04-29,Estonia,Lithuania,6.0,0.0,Baltic Cup,Tartu,Estonia,False,0,semi_final,True,,
1987-04-30,Canada,Panama,1.0,1.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,21.0
1987-04-30,Canada,Martinique,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,23.0
1987-04-30,Canada,Puerto Rico,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,22.0
1987-04-30,Brazil,Peru,3.0,0.0,Copa América,Maringá,Brazil,False,0,group,True,0.0,3.0
1987-04-30,Argentina,Ecuador,3.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,5.0
1987-04-30,Argentina,Venezuela,3.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,4.0
1987-05-01,Estonia,Faroe Islands,0.0,1.0,Baltic Cup,Tartu,Estonia,False,0,semi_final,True,,
1987-05-01,Latvia,Lithuania,7.0,0.0,Baltic Cup,Tartu,Estonia,True,0,final,True,,
1987-05-02,Jamaica,Puerto Rico,0.0,1.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,25.0
1987-05-02,Venezuela,Peru,0.0,3.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,8.0
1987-05-02,Venezuela,Ecuador,1.0,1.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,7.0
1987-05-02,Argentina,Peru,0.0,3.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,6.0
1987-05-02,Jamaica,Martinique,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,26.0
1987-05-02,Jamaica,Panama,0.0,3.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,24.0
1987-05-04,Colombia,Paraguay,3.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,11.0
1987-05-04,Colombia,Chile,4.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,10.0
1987-05-04,Ecuador,Peru,1.0,1.0,Copa América,Maringá,Brazil,True,0,group,True,0.0,9.0
1987-05-04,Puerto Rico,Martinique,1.0,1.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,29.0
1987-05-04,Panama,Martinique,3.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,28.0
1987-05-04,Panama,Puerto Rico,6.0,0.0,CONCACAF Championship,Washington D.C.,United States,True,0,group,True,1.0,27.0
1987-05-06,Colombia,Bolivia,2.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,13.0
1987-05-06,Colombia,Uruguay,5.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,12.0
1987-05-06,Chile,Paraguay,6.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,14.0
1987-05-08,Chile,Bolivia,7.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,16.0
1987-05-08,Paraguay,Uruguay,3.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,17.0
1987-05-08,Chile,Uruguay,0.0,1.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,15.0
1987-05-09,Vietnam,Malaysia,6.0,0.0,Southeast Asian Games,Jakarta,Indonesia,True,0,group,True,0.0,1.0
1987-05-09,Vietnam,Indonesia,1.0,0.0,Southeast Asian Games,Jakarta,Indonesia,False,0,group,True,0.0,2.0
1987-05-09,Vietnam,Philippines,8.0,0.0,Southeast Asian Games,Jakarta,Indonesia,True,0,group,True,0.0,0.0
1987-05-10,Uruguay,Bolivia,4.0,0.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,19.0
1987-05-10,Paraguay,Bolivia,0.0,2.0,Copa América,Maringá,Brazil,True,0,group,True,1.0,18.0
1987-05-11,Philippines,Malaysia,3.0,0.0,Southeast Asian Games,Jakarta,Indonesia,True,0,group,True,0.0,4.0
1987-05-11,Vietnam,Cambodia,1.0,1.0,Southeast Asian Games,Jakarta,Indonesia,True,0,group,True,0.0,3.0
1987-05-11,Philippines,Indonesia,1.0,0.0,Southeast Asian Games,Jakarta,Indonesia,False,0,group,True,0.0,5.0
